,train_len,test_len,rec_len,hit,precision,recall,f1_score
222,185,65,10,1,68.7,10.569230769230769,18.32
223,54,21,10,3,68.8,32.76190476190476,44.387096774193544
224,44,10,10,1,69.1,69.1,69.1
225,47,28,10,1,69.2,24.714285714285715,36.42105263157895
226,386,121,10,6,69.3,5.7272727272727275,10.580152671755725
227,71,23,10,5,69.9,30.391304347826086,42.36363636363637
228,19,6,10,2,70.4,117.33333333333333,87.99999999999999
229,48,17,10,5,70.6,41.529411764705884,52.2962962962963
230,107,32,10,3,71.1,22.21875,33.85714285714286
231,17,7,10,2,71.4,102.0,84.0
232,635,227,10,6,71.6,3.154185022026432,6.042194092827005
233,107,43,10,3,72.2,16.790697674418606,27.245283018867923
234,158,44,10,2,72.5,16.477272727272727,26.851851851851855
235,48,17,10,5,72.7,42.76470588235294,53.85185185185185
236,18,12,10,1,73.2,61.0,66.54545454545455
237,41,9,10,1,73.3,81.44444444444444,77.15789473684211
238,34,10,10,0,73.4,73.4,73.4
239,217,62,10,7,73.4,11.838709677419354,20.388888888888886
240,92,36,10,8,74.1,20.583333333333332,32.21739130434782
241,50,26,10,3,74.9,28.807692307692307,41.61111111111111
242,27,8,10,5,75.2,94.0,83.55555555555556
243,26,10,10,2,75.7,75.7,75.7
244,68,25,10,5,75.9,30.36,43.371428571428574
245,15,6,10,1,76.4,127.33333333333333,95.49999999999999
246,156,48,10,3,76.5,15.9375,26.379310344827587
247,112,38,10,9,76.8,20.210526315789473,32.0
248,39,12,10,4,77.7,64.75,70.63636363636364
249,763,283,10,10,78.1,2.7597173144876326,5.331058020477816
250,20,7,10,0,79.1,113.0,93.05882352941175
251,19,4,10,1,79.1,197.75,112.99999999999999
252,21,17,10,0,79.2,46.588235294117645,58.66666666666667
253,34,13,10,0,79.2,60.92307692307692,68.86956521739131
254,93,34,10,7,79.2,23.294117647058822,36.0
255,31,13,10,0,79.9,61.46153846153846,69.47826086956523
256,122,52,10,0,79.9,15.365384615384615,25.7741935483871
257,18,2,10,0,79.9,399.5,133.16666666666669
258,22,3,10,0,79.9,266.3333333333333,122.92307692307692
259,23,6,10,0,79.9,133.16666666666666,99.875
260,109,43,10,3,79.9,18.58139534883721,30.150943396226417
261,39,14,10,1,80.2,57.285714285714285,66.83333333333333
262,43,14,10,1,80.3,57.357142857142854,66.91666666666667
263,155,55,10,4,80.4,14.618181818181819,24.73846153846154
264,46,10,10,2,80.8,80.8,80.8
265,124,39,10,3,81.0,20.76923076923077,33.06122448979592
266,130,50,10,5,81.3,16.26,27.1
267,40,17,10,3,81.8,48.11764705882353,60.592592592592595
268,100,29,10,2,82.1,28.310344827586206,42.1025641025641
269,19,10,10,5,82.3,82.3,82.3
270,31,9,10,5,82.8,92.0,87.1578947368421
271,37,6,10,0,83.3,138.83333333333334,104.12500000000001
272,21,10,10,2,83.3,83.3,83.3
273,45,10,10,1,83.5,83.5,83.5
274,1007,339,10,10,83.6,2.466076696165192,4.7908309455587395
275,316,87,10,2,84.6,9.724137931034482,17.443298969072167
276,34,7,10,1,84.8,121.14285714285714,99.76470588235294
277,24,4,10,1,84.9,212.25,121.2857142857143
278,12,8,10,1,85.0,106.25,94.44444444444444
279,148,28,10,4,85.1,30.392857142857142,44.78947368421052
280,155,41,10,3,85.5,20.853658536585368,33.529411764705884
281,15,6,10,1,85.8,143.0,107.24999999999999
282,169,68,10,5,85.9,12.632352941176471,22.025641025641026
283,22,13,10,3,86.4,66.46153846153847,75.13043478260869
284,65,23,10,8,86.7,37.69565217391305,52.54545454545455
285,26,10,10,1,87.5,87.5,87.5
286,77,29,10,4,87.6,30.20689655172414,44.92307692307693
287,114,38,10,1,88.0,23.157894736842106,36.66666666666667
288,804,251,10,7,88.1,3.50996015936255,6.75095785440613
289,15,9,10,1,88.8,98.66666666666667,93.47368421052632
290,197,70,10,4,88.9,12.7,22.224999999999998
291,25,6,10,3,89.3,148.83333333333334,111.62500000000001
292,332,114,10,3,89.6,7.859649122807017,14.451612903225806
293,17,4,10,0,89.9,224.75,128.42857142857144
294,332,105,10,2,89.9,8.561904761904762,15.634782608695652
295,33,8,10,2,90.1,112.625,100.1111111111111
296,19,8,10,1,90.3,112.875,100.33333333333331
297,57,15,10,1,90.4,60.266666666666666,72.32
298,714,225,10,6,90.5,4.022222222222222,7.702127659574468
299,18,5,10,0,91.1,182.2,121.46666666666667
300,24,8,10,2,91.1,113.875,101.22222222222221
301,92,22,10,3,91.3,41.5,57.06249999999999
