,train_len,test_len,rec_len,hit,precision,recall,f1_score
62,280,86,20,12,0.6,0.139534884,0.226415094
95,135,33,20,6,0.3,0.181818182,0.226415094
115,79,33,20,6,0.3,0.181818182,0.226415094
7,110,42,20,7,0.35,0.166666667,0.225806452
166,139,51,20,8,0.4,0.156862745,0.225352113
185,37,10,20,0,0,0,error
295,34,7,20,3,0.15,0.428571429,0.222222222
364,14,7,20,3,0.15,0.428571429,0.222222222
570,157,34,20,6,0.3,0.176470588,0.222222222
469,358,107,20,14,0.7,0.130841121,0.220472441
313,251,89,20,12,0.6,0.134831461,0.220183486
135,207,72,20,10,0.5,0.138888889,0.217391304
542,87,26,20,5,0.25,0.192307692,0.217391304
88,39,17,20,4,0.2,0.235294118,0.216216216
194,17,3,20,0,0,0,error
102,39,17,20,4,0.2,0.235294118,0.216216216
169,187,82,20,11,0.55,0.134146341,0.215686275
197,26,9,20,0,0,0,error
139,149,45,20,7,0.35,0.155555556,0.215384615
184,98,36,20,6,0.3,0.166666667,0.214285714
389,26,8,20,3,0.15,0.375,0.214285714
471,20,8,20,3,0.15,0.375,0.214285714
524,95,36,20,6,0.3,0.166666667,0.214285714
557,19,8,20,3,0.15,0.375,0.214285714
227,67,27,20,5,0.25,0.185185185,0.212765957
393,96,27,20,5,0.25,0.185185185,0.212765957
211,71,18,20,4,0.2,0.222222222,0.210526316
207,16,4,20,0,0,0,error
376,96,37,20,6,0.3,0.162162162,0.210526316
391,291,95,20,12,0.6,0.126315789,0.208695652
270,31,9,20,3,0.15,0.333333333,0.206896552
505,22,9,20,3,0.15,0.333333333,0.206896552
586,160,48,20,7,0.35,0.145833333,0.205882353
607,139,48,20,7,0.35,0.145833333,0.205882353
359,55,19,20,4,0.2,0.210526316,0.205128205
304,166,50,20,7,0.35,0.14,0.2
511,42,10,20,3,0.15,0.3,0.2
556,22,10,20,3,0.15,0.3,0.2
218,17,9,20,0,0,0,error
601,71,30,20,5,0.25,0.166666667,0.2
219,387,141,20,16,0.8,0.113475177,0.198757764
561,384,121,20,14,0.7,0.115702479,0.19858156
369,98,31,20,5,0.25,0.161290323,0.196078431
66,262,83,20,10,0.5,0.120481928,0.194174757
350,29,11,20,3,0.15,0.272727273,0.193548387
456,32,11,20,3,0.15,0.272727273,0.193548387
23,89,32,20,5,0.25,0.15625,0.192307692
181,86,32,20,5,0.25,0.15625,0.192307692
301,82,32,20,5,0.25,0.15625,0.192307692
596,306,105,20,12,0.6,0.114285714,0.192
337,55,22,20,4,0.2,0.181818182,0.19047619
354,162,64,20,8,0.4,0.125,0.19047619
445,55,22,20,4,0.2,0.181818182,0.19047619
110,39,12,20,3,0.15,0.25,0.1875
114,19,12,20,3,0.15,0.25,0.1875
165,53,12,20,3,0.15,0.25,0.1875
336,44,12,20,3,0.15,0.25,0.1875
237,42,8,20,0,0,0,error
198,175,55,20,7,0.35,0.127272727,0.186666667
428,234,66,20,8,0.4,0.121212121,0.186046512
551,100,23,20,4,0.2,0.173913043,0.186046512
357,295,88,20,10,0.5,0.113636364,0.185185185
419,121,34,20,5,0.25,0.147058824,0.185185185
233,105,45,20,6,0.3,0.133333333,0.184615385
244,69,24,20,4,0.2,0.166666667,0.181818182
245,12,9,20,0,0,0,error
343,46,13,20,3,0.15,0.230769231,0.181818182
540,29,13,20,3,0.15,0.230769231,0.181818182
248,43,8,20,0,0,0,error
385,143,58,20,7,0.35,0.120689655,0.179487179
250,22,5,20,0,0,0,error
520,128,58,20,7,0.35,0.120689655,0.179487179
100,112,36,20,5,0.25,0.138888889,0.178571429
253,36,11,20,0,0,0,error
59,82,25,20,4,0.2,0.16,0.177777778
255,28,16,20,0,0,0,error
241,51,25,20,4,0.2,0.16,0.177777778
