,train_len,test_len,rec_len,hit,precision,recall,f1_score
1,178,54,10,4 ,0.4,0,0
2,19,10,10,2 ,0.2,0.4,0.266666667
3,32,7,10,0 ,0,0.857142857,0
4,172,44,10,0 ,0,0.136363636,0
5,34,10,10,4 ,0.4,0.6,0.48
6,230,84,10,9 ,0.9,0.119047619,0.210280374
7,111,41,10,2 ,0.2,0.463414634,0.279411765
8,35,12,10,4 ,0.4,1.75,0.651162791
9,27,19,10,0 ,0,1.315789474,0
10,109,31,10,3 ,0.3,0.806451613,0.437317784
11,50,14,10,4 ,0.4,2,0.666666667
12,22,10,10,0 ,0,3.2,0
13,22,9,10,1 ,0.1,3.555555556,0.194528875
14,34,14,10,4 ,0.4,2.357142857,0.683937824
15,99,36,10,2 ,0.2,1.027777778,0.334841629
16,73,25,10,6 ,0.6,1.56,0.866666667
17,77,28,10,6 ,0.6,1.607142857,0.873786408
18,364,138,10,9 ,0.9,0.369565217,0.523972603
19,513,190,10,9 ,0.9,0.315789474,0.467532468
20,181,61,10,1 ,0.1,1.131147541,0.183754993
21,329,114,10,8 ,0.8,0.614035088,0.694789082
22,96,23,10,3 ,0.3,3.391304348,0.551236749
23,92,29,10,2 ,0.2,2.793103448,0.373271889
24,87,23,10,2 ,0.2,3.608695652,0.378995434
25,23,3,10,2 ,0.2,28.33333333,0.397196262
26,15,6,10,2 ,0.2,14.5,0.394557823
27,109,26,10,2 ,0.2,3.423076923,0.377919321
28,437,133,10,6 ,0.6,0.684210526,0.639344262
29,63,18,10,5 ,0.5,5.388888889,0.91509434
30,28,6,10,2 ,0.2,17,0.395348837
31,36,14,10,5 ,0.5,7.428571429,0.936936937
32,74,28,10,6 ,0.6,3.892857143,1.039745628
33,109,47,10,4 ,0.4,2.446808511,0.687593423
34,61,25,10,1 ,0.1,4.76,0.195884774
35,13,10,10,1 ,0.1,12,0.198347107
36,42,18,10,1 ,0.1,6.722222222,0.197068404
37,17,4,10,4 ,0.4,30.5,0.789644013
38,59,19,10,6 ,0.6,6.631578947,1.100436681
39,82,18,10,3 ,0.3,7.333333333,0.576419214
40,73,30,10,2 ,0.2,4.5,0.382978723
41,161,56,10,5 ,0.5,2.446428571,0.83030303
42,307,133,10,4 ,0.4,1.067669173,0.581967213
43,82,32,10,10 ,1,4.5625,1.640449438
44,38,10,10,0 ,0,15.6,0
45,285,114,10,8 ,0.8,1.368421053,1.009708738
46,32,10,10,7 ,0.7,16.4,1.342690058
47,93,47,10,1 ,0.1,3.638297872,0.194649972
48,24,9,10,0 ,0,19.11111111,0
49,12,9,10,4 ,0.4,19.11111111,0.783599089
50,231,79,10,3 ,0.3,2.227848101,0.52879319
51,274,85,10,1 ,0.1,2.105882353,0.190933333
52,95,35,10,1 ,0.1,5.142857143,0.196185286
53,15,5,10,0 ,0,36.2,0
54,26,7,10,1 ,0.1,25.85714286,0.199229499
55,14,11,10,0 ,0,16.54545455,0
56,36,10,10,6 ,0.6,18.2,1.161702128
57,353,123,10,7 ,0.7,1.528455285,0.960233491
58,86,26,10,5 ,0.5,7.5,0.9375
59,84,23,10,1 ,0.1,8.695652174,0.197726149
60,19,3,10,0 ,0,67,0
61,31,8,10,1 ,0.1,25.125,0.199207136
62,259,107,10,5 ,0.5,1.887850467,0.790606654
63,196,75,10,7 ,0.7,2.76,1.116763006
64,385,132,10,7 ,0.7,1.621212121,0.977806789
65,26,8,10,2 ,0.2,27.625,0.397124888
66,270,75,10,5 ,0.5,2.973333333,0.856046065
67,28,8,10,2 ,0.2,28.5,0.397212544
68,967,293,10,10 ,1,0.784982935,0.879541109
69,35,11,10,1 ,0.1,21.81818182,0.199087516
70,47,15,10,0 ,0,16.06666667,0
71,29,6,10,3 ,0.3,40.16666667,0.595551895
72,36,9,10,5 ,0.5,27.11111111,0.981891348
73,159,51,10,4 ,0.4,4.882352941,0.739420935
74,127,50,10,1 ,0.1,5.06,0.196124031
75,50,19,10,1 ,0.1,13.36842105,0.198515045
76,81,38,10,4 ,0.4,6.710526316,0.754996299
77,24,5,10,2 ,0.2,51.8,0.398461538
78,46,15,10,4 ,0.4,17.4,0.782022472
79,43,21,10,3 ,0.3,12.61904762,0.586067084
80,127,40,10,1 ,0.1,6.7,0.197058824
81,20,6,10,4 ,0.4,44.83333333,0.792925571
82,167,60,10,6 ,0.6,4.55,1.060194175
83,90,28,10,4 ,0.4,9.964285714,0.769124742
84,228,65,10,7 ,0.7,4.353846154,1.20608828
85,30,4,10,0 ,0,72.5,0
86,48,22,10,3 ,0.3,13.18181818,0.586648685
87,15,6,10,0 ,0,48.83333333,0
88,50,6,10,0 ,0,48.83333333,0
89,381,137,10,1 ,0.1,2.138686131,0.191066188
90,42,12,10,3 ,0.3,24.5,0.592741935
91,445,130,10,8 ,0.8,2.284615385,1.185037406
92,18,6,10,0 ,0,50.83333333,0
93,80,17,10,1 ,0.1,17.94117647,0.198891425
94,36,20,10,5 ,0.5,15.3,0.96835443
95,128,40,10,3 ,0.3,7.775,0.577708978
96,60,18,10,5 ,0.5,17.44444444,0.972136223
97,27,9,10,0 ,0,35.44444444,0
98,68,24,10,2 ,0.2,13.29166667,0.394070414
99,42,11,10,2 ,0.2,29.18181818,0.397277228
100,106,42,10,1 ,0.1,7.69047619,0.197432763
101,44,17,10,1 ,0.1,19.05882353,0.198956095
102,41,15,10,6 ,0.6,21.66666667,1.167664671
103,284,93,10,5 ,0.5,3.559139785,0.876821192
104,206,67,10,2 ,0.2,5.014925373,0.384659416
105,546,176,10,6 ,0.6,1.920454545,0.914337241
106,25,8,10,1 ,0.1,43,0.199535963
107,25,9,10,3 ,0.3,38.33333333,0.595340811
108,50,26,10,1 ,0.1,13.38461538,0.198516828
109,89,38,10,4 ,0.4,9.184210526,0.766611752
110,37,14,10,3 ,0.3,25.21428571,0.592945129
111,489,157,10,4 ,0.4,2.267515924,0.680038204
112,45,20,10,2 ,0.2,18,0.395604396
113,120,30,10,0 ,0,12.06666667,0
114,27,4,10,1 ,0.1,90.5,0.199779249
115,82,30,10,2 ,0.2,12.1,0.393495935
116,72,15,10,1 ,0.1,24.33333333,0.199181446
117,117,48,10,10 ,1,7.625,1.768115942
118,15,7,10,0 ,0,53.71428571,0
119,163,52,10,2 ,0.2,7.230769231,0.389233954
120,14,8,10,4 ,0.4,47.25,0.793284365
121,45,13,10,2 ,0.2,29.38461538,0.397295892
122,222,70,10,5 ,0.5,5.485714286,0.91646778
123,43,13,10,0 ,0,29.92307692,0
124,37,13,10,1 ,0.1,29.92307692,0.199333846
125,267,93,10,2 ,0.2,4.193548387,0.381791483
126,27,11,10,9 ,0.9,35.63636364,1.755660612
127,18,4,10,0 ,0,100.25,0
128,21,12,10,1 ,0.1,33.41666667,0.199403282
129,107,33,10,4 ,0.4,12.18181818,0.774566474
130,24,4,10,3 ,0.3,101.5,0.598231827
131,51,18,10,7 ,0.7,22.72222222,1.358159393
132,264,83,10,1 ,0.1,5.012048193,0.196087674
133,22,13,10,5 ,0.5,32.07692308,0.984651712
134,21,14,10,6 ,0.6,30.14285714,1.176579926
135,210,69,10,6 ,0.6,6.202898551,1.094162761
136,80,31,10,7 ,0.7,14,1.333333333
137,110,31,10,7 ,0.7,14.22580645,1.334341906
138,20,2,10,0 ,0,224,0
139,147,47,10,7 ,0.7,9.531914894,1.304221252
140,448,160,10,5 ,0.5,2.84375,0.85046729
141,125,43,10,4 ,0.4,10.69767442,0.77116513
142,29,9,10,3 ,0.3,51.55555556,0.596528819
143,54,17,10,0 ,0,27.47058824,0
144,96,32,10,6 ,0.6,14.59375,1.152612094
145,19,4,10,4 ,0.4,118.25,0.797302992
146,24,8,10,0 ,0,59.625,0
147,11,9,10,0 ,0,53,0
148,39,9,10,3 ,0.3,53,0.596622889
149,37,21,10,2 ,0.2,22.85714286,0.396530359
150,22,4,10,4 ,0.4,120.5,0.797353184
151,46,13,10,3 ,0.3,37.38461538,0.595223515
152,45,18,10,4 ,0.4,27.16666667,0.788391778
153,135,44,10,2 ,0.2,11.20454545,0.392985253
154,23,11,10,1 ,0.1,45,0.199556541
155,36,10,10,1 ,0.1,49.6,0.199597586
156,280,118,10,7 ,0.7,4.211864407,1.200483092
157,18,3,10,0 ,0,168,0
158,22,4,10,0 ,0,126,0
159,69,28,10,3 ,0.3,18,0.590163934
160,337,100,10,7 ,0.7,5.07,1.230155979
161,34,5,10,0 ,0,102.8,0
162,27,11,10,0 ,0,46.72727273,0
163,17,6,10,1 ,0.1,85.66666667,0.199766809
164,29,7,10,2 ,0.2,73.57142857,0.398915569
165,49,16,10,4 ,0.4,32.3125,0.790217807
166,143,47,10,7 ,0.7,11.08510638,1.316844196
167,132,41,10,5 ,0.5,12.87804878,0.962625342
168,72,22,10,2 ,0.2,24.22727273,0.396724972
169,198,71,10,4 ,0.4,7.535211268,0.759673411
170,43,7,10,2 ,0.2,77,0.398963731
171,60,22,10,2 ,0.2,24.59090909,0.396773011
172,20,6,10,1 ,0.1,90.5,0.199779249
173,22,3,10,1 ,0.1,181.3333333,0.199889767
174,46,21,10,6 ,0.6,25.95238095,1.172883788
175,17,7,10,0 ,0,78.71428571,0
176,28,8,10,5 ,0.5,68.875,0.992792793
177,659,245,10,6 ,0.6,2.269387755,0.949075391
178,57,20,10,2 ,0.2,28.1,0.397173145
179,52,17,10,6 ,0.6,33.17647059,1.178683386
180,19,5,10,0 ,0,114,0
181,87,31,10,4 ,0.4,18.38709677,0.782967033
182,745,232,10,6 ,0.6,2.474137931,0.965787998
183,41,16,10,2 ,0.2,36.25,0.397805213
184,107,27,10,0 ,0,21.55555556,0
185,35,12,10,1 ,0.1,48.5,0.199588477
186,170,56,10,5 ,0.5,10.41071429,0.954173486
187,196,62,10,4 ,0.4,9.483870968,0.767624021
188,35,13,10,2 ,0.2,45.53846154,0.398250925
189,15,5,10,4 ,0.4,118.8,0.797315436
190,57,9,10,1 ,0.1,66.44444444,0.199699449
191,67,18,10,1 ,0.1,33.27777778,0.199400799
192,18,4,10,1 ,0.1,150,0.199866755
193,26,9,10,2 ,0.2,66.77777778,0.398805574
194,15,5,10,0 ,0,120.6,0
195,136,51,10,1 ,0.1,11.82352941,0.198322644
196,26,6,10,0 ,0,100.6666667,0
197,24,11,10,2 ,0.2,54.90909091,0.398548334
198,173,57,10,5 ,0.5,10.63157895,0.955082742
199,273,90,10,2 ,0.2,6.788888889,0.388553259
200,249,85,10,5 ,0.5,7.211764706,0.935163997
201,83,27,10,4 ,0.4,22.88888889,0.786259542
202,298,105,10,7 ,0.7,5.923809524,1.252048886
203,34,11,10,2 ,0.2,57.18181818,0.39860583
204,65,18,10,4 ,0.4,35.05555556,0.790974616
205,25,2,10,0 ,0,317.5,0
206,16,9,10,4 ,0.4,70.55555556,0.795490135
207,17,3,10,1 ,0.1,213,0.199906147
208,15,11,10,1 ,0.1,58.18181818,0.19965684
209,22,13,10,5 ,0.5,49.30769231,0.98996139
210,113,25,10,1 ,0.1,25.84,0.19922899
211,65,24,10,5 ,0.5,26.95833333,0.981790592
212,189,59,10,4 ,0.4,11.05084746,0.77205447
213,61,23,10,0 ,0,28.52173913,0
214,18,4,10,3 ,0.3,164,0.598904443
215,64,34,10,5 ,0.5,19.38235294,0.974852071
216,126,38,10,2 ,0.2,17.47368421,0.395473496
217,465,148,10,6 ,0.6,4.5,1.058823529
218,22,4,10,0 ,0,168,0
219,393,135,10,9 ,0.9,4.977777778,1.524385633
220,151,56,10,8 ,0.8,12.16071429,1.501240011
221,235,96,10,5 ,0.5,7.177083333,0.934871099
222,193,57,10,2 ,0.2,12.1754386,0.393535583
223,57,18,10,2 ,0.2,38.66666667,0.397941681
224,41,13,10,1 ,0.1,53.69230769,0.1996282
225,54,21,10,0 ,0,33.28571429,0
226,379,128,10,4 ,0.4,5.4609375,0.745401226
227,74,20,10,2 ,0.2,35.15,0.397736917
228,17,8,10,1 ,0.1,88.125,0.199773307
229,49,16,10,6 ,0.6,44.125,1.183901621
230,100,39,10,2 ,0.2,18.25641026,0.395665463
231,18,6,10,3 ,0.3,119,0.598491199
232,650,212,10,7 ,0.7,3.382075472,1.159926046
233,114,36,10,7 ,0.7,20.11111111,1.35290977
234,142,60,10,4 ,0.4,12.18333333,0.774569536
235,49,16,10,3 ,0.3,45.9375,0.596107056
236,23,7,10,0 ,0,105.4285714,0
237,36,14,10,0 ,0,52.71428571,0
238,35,9,10,0 ,0,82,0
239,211,68,10,6 ,0.6,10.85294118,1.137134052
240,90,38,10,10 ,1,19.57894737,1.902813299
241,60,16,10,2 ,0.2,47.125,0.398309562
242,27,8,10,3 ,0.3,94.5,0.598101266
243,30,6,10,1 ,0.1,126.5,0.199842022
