ȱͷ,,,,,,,
method_calc_movie_sim_21,178,54,10,4,0.4,0,0
2,23,6,10,1,0.1,0.666666667,0.173913043
3,34,5,10,0,0,1,0
4,161,55,10,2,0.2,0.090909091,0.125
5,32,12,10,3,0.3,0.583333333,0.396226415
6,236,78,10,6,0.6,0.128205128,0.211267606
7,113,39,10,2,0.2,0.41025641,0.268907563
8,31,16,10,4,0.4,1.125,0.590163934
9,37,9,10,0,0,2.444444444,0
10,114,26,10,1,0.1,0.846153846,0.178861789
11,50,14,10,1,0.1,1.642857143,0.18852459
12,23,9,10,0,0,2.666666667,0
13,25,6,10,0,0,4,0
14,38,10,10,2,0.2,2.4,0.369230769
15,102,33,10,3,0.3,0.787878788,0.43454039
16,75,23,10,5,0.5,1.260869565,0.716049383
17,82,23,10,4,0.4,1.47826087,0.62962963
18,394,108,10,8,0.8,0.351851852,0.488745981
19,539,164,10,6,0.6,0.280487805,0.382271468
20,178,64,10,3,0.3,0.8125,0.438202247
21,342,101,10,7,0.7,0.544554455,0.61256961
22,96,23,10,1,0.1,2.695652174,0.192846034
23,92,29,10,2,0.2,2.172413793,0.36627907
24,77,33,10,1,0.1,1.96969697,0.19033675
25,23,3,10,1,0.1,22,0.199095023
26,17,4,10,2,0.2,16.75,0.395280236
27,102,33,10,2,0.2,2.090909091,0.365079365
28,432,138,10,4,0.4,0.514492754,0.450079239
29,60,21,10,1,0.1,3.571428571,0.194552529
30,25,9,10,5,0.5,8.444444444,0.944099379
31,35,15,10,3,0.3,5.4,0.568421053
32,69,33,10,4,0.4,2.545454545,0.691358025
33,121,35,10,4,0.4,2.514285714,0.690196078
34,62,24,10,1,0.1,3.833333333,0.194915254
35,17,6,10,2,0.2,15.5,0.394904459
36,46,14,10,0,0,6.785714286,0
37,18,3,10,2,0.2,31.66666667,0.39748954
38,57,21,10,6,0.6,4.619047619,1.062043796
39,80,20,10,2,0.2,5.15,0.385046729
40,76,27,10,4,0.4,3.888888889,0.725388601
41,160,57,10,2,0.2,1.912280702,0.362126246
42,334,106,10,4,0.4,1.047169811,0.578878748
43,92,22,10,8,0.8,5.227272727,1.387631976
44,33,15,10,4,0.4,8.2,0.762790698
45,302,97,10,5,0.5,1.309278351,0.723646724
46,32,10,10,7,0.7,13.2,1.329496403
47,109,31,10,1,0.1,4.483870968,0.195636875
48,26,7,10,0,0,20,0
49,16,5,10,1,0.1,28,0.199288256
50,230,80,10,1,0.1,1.7625,0.189261745
51,259,100,10,0,0,1.42,0
52,90,40,10,4,0.4,3.55,0.718987342
53,13,7,10,0,0,20.85714286,0
54,28,5,10,2,0.2,29.2,0.397278912
55,15,10,10,0,0,14.8,0
56,33,13,10,7,0.7,11.38461538,1.318905156
57,365,111,10,9,0.9,1.396396396,1.094546881
58,92,20,10,3,0.3,8.2,0.578823529
59,79,28,10,2,0.2,5.964285714,0.387022016
60,15,7,10,1,0.1,24.14285714,0.199175015
61,27,12,10,2,0.2,14.16666667,0.394431555
62,271,95,10,5,0.5,1.810526316,0.783599089
63,205,66,10,9,0.9,2.681818182,1.347715736
64,392,125,10,4,0.4,1.488,0.630508475
65,26,8,10,2,0.2,23.75,0.396659708
66,246,99,10,5,0.5,1.939393939,0.795031056
67,26,10,10,5,0.5,19.7,0.975247525
68,972,288,10,9,0.9,0.701388889,0.788378144
69,35,11,10,2,0.2,19.18181818,0.39587242
70,43,19,10,0,0,11.21052632,0
71,26,9,10,1,0.1,23.66666667,0.199158485
72,34,11,10,2,0.2,19.45454545,0.395929695
73,161,49,10,3,0.3,4.408163265,0.561768531
74,131,46,10,1,0.1,4.760869565,0.19588551
75,52,17,10,2,0.2,12.94117647,0.393912265
76,89,30,10,3,0.3,7.4,0.576623377
77,23,6,10,2,0.2,37.5,0.397877984
78,44,17,10,3,0.3,13.35294118,0.586816028
79,45,19,10,3,0.3,12.10526316,0.58549003
80,124,43,10,3,0.3,5.418604651,0.56852379
81,21,5,10,5,0.5,47.2,0.98951782
82,161,66,10,4,0.4,3.651515152,0.721017203
83,83,35,10,3,0.3,7,0.575342466
84,218,75,10,4,0.4,3.306666667,0.713669065
85,25,9,10,0,0,28,0
86,54,16,10,3,0.3,15.75,0.588785047
87,16,5,10,0,0,51,0
88,46,10,10,1,0.1,25.5,0.19921875
89,366,152,10,3,0.3,1.684210526,0.50928382
90,39,15,10,3,0.3,17.26666667,0.589753321
91,429,146,10,8,0.8,1.794520548,1.106652587
92,17,7,10,1,0.1,38.57142857,0.199482822
93,72,25,10,4,0.4,10.84,0.771530249
94,38,18,10,8,0.8,15.27777778,1.520387008
95,127,41,10,1,0.1,6.902439024,0.197143852
96,57,21,10,4,0.4,13.52380952,0.777017784
97,28,8,10,1,0.1,36,0.199445983
98,69,23,10,0,0,12.56521739,0
99,42,11,10,4,0.4,26.27272727,0.788002727
100,109,39,10,2,0.2,7.512820513,0.38962766
101,51,10,10,2,0.2,29.5,0.397306397
102,35,21,10,5,0.5,14.14285714,0.965853659
103,289,88,10,4,0.4,3.431818182,0.716488731
104,211,62,10,4,0.4,4.935483871,0.740024184
105,530,192,10,6,0.6,1.614583333,0.874882408
106,22,11,10,2,0.2,28.72727273,0.397234444
107,23,11,10,5,0.5,28.90909091,0.982998454
108,55,21,10,2,0.2,15.38095238,0.394865526
109,90,37,10,4,0.4,8.783783784,0.765155974
110,38,13,10,1,0.1,25.30769231,0.199212837
111,505,141,10,5,0.5,2.340425532,0.823970037
112,49,16,10,1,0.1,20.9375,0.199049317
113,109,41,10,2,0.2,8.195121951,0.390470657
114,27,4,10,0,0,84.5,0
115,79,33,10,4,0.4,10.24242424,0.769931663
116,69,18,10,1,0.1,19,0.19895288
117,118,47,10,9,0.9,7.29787234,1.60238775
118,14,8,10,1,0.1,44,0.199546485
119,165,50,10,5,0.5,7.06,0.933862434
120,15,7,10,1,0.1,51.14285714,0.199609702
121,43,15,10,2,0.2,23.93333333,0.396685083
122,214,78,10,4,0.4,4.628205128,0.736359001
123,47,9,10,1,0.1,40.55555556,0.199508062
124,38,12,10,3,0.3,30.5,0.594155844
125,270,90,10,1,0.1,4.1,0.195238095
126,32,6,10,5,0.5,61.66666667,0.991957105
127,16,6,10,0,0,62.5,0
128,27,6,10,1,0.1,62.5,0.199680511
129,101,39,10,5,0.5,9.641025641,0.950695322
130,21,7,10,4,0.4,54.42857143,0.794163627
131,51,18,10,6,0.6,21.38888889,1.16725619
132,264,83,10,4,0.4,4.710843373,0.737388025
133,28,7,10,3,0.3,56.42857143,0.596826996
134,28,7,10,5,0.5,56.85714286,0.99128269
135,216,63,10,4,0.4,6.396825397,0.752919197
136,85,26,10,4,0.4,15.65384615,0.780067082
137,107,34,10,5,0.5,12.08823529,0.960280374
138,17,5,10,0,0,83.2,0
139,153,41,10,6,0.6,10.14634146,1.133000454
140,455,153,10,4,0.4,2.758169935,0.698675497
141,122,46,10,9,0.9,9.260869565,1.640564827
142,29,9,10,2,0.2,48.33333333,0.398351648
143,52,19,10,2,0.2,23,0.396551724
144,99,29,10,7,0.7,15.13793103,1.338123231
145,19,4,10,3,0.3,111.5,0.598389982
146,23,9,10,0,0,49.88888889,0
147,16,4,10,1,0.1,112.25,0.199821985
148,37,11,10,1,0.1,40.90909091,0.199512303
149,44,14,10,2,0.2,32.21428571,0.397531952
150,16,10,10,4,0.4,45.3,0.792997812
151,46,13,10,4,0.4,35.15384615,0.790999567
152,45,18,10,5,0.5,25.61111111,0.980851064
153,127,52,10,2,0.2,8.961538462,0.391267842
154,29,5,10,1,0.1,93.6,0.199786553
155,31,15,10,1,0.1,31.26666667,0.19936238
156,301,97,10,5,0.5,4.845360825,0.906460945
157,16,5,10,1,0.1,95,0.199789695
158,20,6,10,0,0,79.33333333,0
159,70,27,10,1,0.1,17.62962963,0.198871945
160,316,121,10,7,0.7,3.94214876,1.188890867
161,30,9,10,0,0,53.77777778,0
162,29,9,10,1,0.1,53.77777778,0.199628789
163,18,5,10,1,0.1,97,0.199794027
164,25,11,10,2,0.2,44.18181818,0.39819746
165,49,16,10,5,0.5,30.5,0.983870968
166,139,51,10,5,0.5,9.666666667,0.950819672
167,130,43,10,3,0.3,11.58139535,0.584850264
168,73,21,10,2,0.2,23.85714286,0.396674584
169,193,76,10,5,0.5,6.618421053,0.929759704
170,37,13,10,4,0.4,39.07692308,0.791893998
171,66,16,10,2,0.2,32,0.397515528
172,20,6,10,2,0.2,85.66666667,0.399068323
173,19,6,10,2,0.2,86,0.399071926
174,48,19,10,4,0.4,27.26315789,0.788432268
175,14,10,10,0,0,52.2,0
176,28,8,10,4,0.4,65.25,0.795125666
177,693,211,10,10,1,2.492890995,1.427408412
178,56,21,10,5,0.5,25.52380952,0.980786825
179,54,15,10,6,0.6,36.06666667,1.180363636
180,20,4,10,1,0.1,136.75,0.199853855
181,90,28,10,4,0.4,19.57142857,0.78397711
182,739,238,10,6,0.6,2.319327731,0.953367876
183,41,16,10,1,0.1,34.875,0.199428163
184,100,34,10,1,0.1,16.44117647,0.198790896
185,27,20,10,0,0,28,0
186,156,70,10,5,0.5,8,0.941176471
187,194,64,10,3,0.3,8.828125,0.580280726
188,31,17,10,1,0.1,33.41176471,0.199403195
189,14,6,10,2,0.2,94.83333333,0.39915819
190,43,23,10,3,0.3,24.82608696,0.592836131
191,69,16,10,1,0.1,35.875,0.199444058
192,17,5,10,3,0.3,115,0.598438855
193,26,9,10,2,0.2,64.22222222,0.398758192
194,14,6,10,0,0,96.66666667,0
195,148,39,10,1,0.1,14.87179487,0.198664155
196,21,11,10,1,0.1,52.81818182,0.199622058
197,26,9,10,1,0.1,64.66666667,0.199691199
198,181,49,10,5,0.5,11.89795918,0.959670782
199,277,86,10,4,0.4,6.837209302,0.755784062
200,259,75,10,5,0.5,7.893333333,0.940428912
201,76,34,10,5,0.5,17.55882353,0.972312704
202,313,90,10,7,0.7,6.688888889,1.267368421
203,35,10,10,1,0.1,60.9,0.199672131
204,67,16,10,1,0.1,38.125,0.199476782
205,19,8,10,1,0.1,76.375,0.199738477
206,16,9,10,4,0.4,68,0.795321637
207,15,5,10,0,0,123.2,0
208,22,4,10,1,0.1,154,0.199870214
209,30,5,10,1,0.1,123.4,0.199838057
210,99,39,10,4,0.4,15.84615385,0.78030303
211,65,24,10,4,0.4,25.91666667,0.787840405
212,183,65,10,4,0.4,9.630769231,0.76809816
213,67,17,10,1,0.1,37.05882353,0.19946177
214,13,9,10,4,0.4,70.11111111,0.795461708
215,76,22,10,3,0.3,28.86363636,0.59382793
216,121,43,10,2,0.2,14.8372093,0.394679864
217,470,143,10,5,0.5,4.475524476,0.899508082
218,21,5,10,0,0,129,0
219,394,134,10,8,0.8,4.813432836,1.371975538
220,159,48,10,6,0.6,13.60416667,1.149310648
221,259,72,10,4,0.4,9.152777778,0.76650189
222,187,63,10,2,0.2,10.52380952,0.392539964
223,56,19,10,2,0.2,35,0.397727273
224,35,19,10,1,0.1,35.10526316,0.199431903
225,56,19,10,1,0.1,35.15789474,0.199432751
226,387,120,10,4,0.4,5.575,0.746443515
227,71,23,10,4,0.4,29.26086957,0.789211375
228,13,12,10,2,0.2,56.41666667,0.398586989
229,43,22,10,5,0.5,30.86363636,0.984057971
230,96,43,10,1,0.1,15.90697674,0.198750545
231,17,7,10,4,0.4,97.85714286,0.796743239
232,651,211,10,7,0.7,3.265402844,1.152862436
233,119,31,10,5,0.5,22.4516129,0.978215039
234,152,50,10,4,0.4,14.02,0.777808599
235,50,15,10,4,0.4,47,0.793248945
236,21,9,10,1,0.1,78.77777778,0.199746443
237,34,16,10,1,0.1,44.375,0.199550309
238,28,16,10,1,0.1,44.4375,0.19955094
239,198,81,10,6,0.6,8.790123457,1.123323692
240,90,38,10,9,0.9,18.89473684,1.718160064
241,59,17,10,4,0.4,42.76470588,0.792586536
242,28,7,10,4,0.4,104.4285714,0.796947397
243,27,9,10,0,0,81.66666667,0
244,60,33,10,2,0.2,22.27272727,0.396440129
245,16,5,10,0,0,147.4,0
246,156,48,10,2,0.2,15.35416667,0.394856684
247,111,39,10,9,0.9,18.94871795,1.718382638
248,42,9,10,3,0.3,83.11111111,0.597842014
249,792,254,10,10,1,2.956692913,1.494527363
250,24,3,10,0,0,253.6666667,0
251,19,4,10,1,0.1,190.25,0.19989493
252,31,7,10,0,0,108.8571429,0
253,38,9,10,0,0,84.66666667,0
254,96,31,10,6,0.6,24.58064516,1.17140661
255,34,10,10,0,0,76.8,0
256,136,38,10,1,0.1,20.21052632,0.199015289
257,14,6,10,0,0,128.1666667,0
258,23,2,10,0,0,384.5,0
259,25,4,10,0,0,192.25,0
260,104,48,10,3,0.3,16.02083333,0.588971151
261,35,18,10,2,0.2,42.88888889,0.398143373
262,45,12,10,2,0.2,64.5,0.398763524
263,163,47,10,3,0.3,16.5106383,0.589292495
264,36,20,10,3,0.3,38.95,0.595414013
265,133,30,10,2,0.2,26.06666667,0.396954315
266,138,42,10,5,0.5,18.66666667,0.973913043
267,37,20,10,4,0.4,39.45,0.791969887
268,93,36,10,1,0.1,22.02777778,0.199096159
269,23,6,10,2,0.2,132.3333333,0.399396378
270,31,9,10,5,0.5,88.44444444,0.994378513
271,32,11,10,1,0.1,72.81818182,0.19972572
272,21,10,10,0,0,80.2,0
273,40,15,10,3,0.3,53.46666667,0.596652201
274,1044,302,10,10,1,2.665562914,1.45438121
275,304,99,10,5,0.5,8.232323232,0.942741469
276,25,16,10,2,0.2,51.25,0.398445092
277,22,6,10,2,0.2,137,0.39941691
278,13,7,10,1,0.1,117.7142857,0.199830241
279,137,39,10,5,0.5,21.15384615,0.976909414
280,149,47,10,0,0,17.65957447,0
281,15,6,10,0,0,138.3333333,0
282,176,61,10,3,0.3,13.60655738,0.587056466
283,23,12,10,3,0.3,69.41666667,0.597418121
284,63,25,10,5,0.5,33.44,0.98526812
285,26,10,10,0,0,84.1,0
286,70,36,10,5,0.5,23.36111111,0.979045402
287,107,45,10,1,0.1,18.8,0.198941799
288,783,272,10,8,0.8,3.113970588,1.272966372
289,18,6,10,0,0,142.5,0
290,196,71,10,5,0.5,12.04225352,0.960134756
291,23,8,10,4,0.4,107.5,0.797034291
292,341,105,10,2,0.2,8.228571429,0.390508475
293,16,5,10,0,0,173.2,0
294,320,117,10,2,0.2,7.401709402,0.389476051
295,28,13,10,1,0.1,66.76923077,0.199700909
296,21,6,10,1,0.1,144.8333333,0.199862006
297,56,16,10,0,0,54.375,0
298,691,248,10,7,0.7,3.508064516,1.167113837
299,15,8,10,1,0.1,109.625,0.199817726
300,25,7,10,3,0.3,125.4285714,0.598568345
301,83,31,10,1,0.1,28.41935484,0.199298722
302,25,7,10,1,0.1,126,0.199841396
303,35,18,10,4,0.4,49.05555556,0.793529544
304,159,57,10,3,0.3,15.56140351,0.588651698
305,505,172,10,8,0.8,5.174418605,1.385753211
306,82,30,10,5,0.5,29.93333333,0.983570646
307,732,243,10,9,0.9,3.716049383,1.449050548
308,78,37,10,4,0.4,24.64864865,0.78722486
309,70,33,10,0,0,27.75757576,0
310,48,16,10,0,0,57.25,0
311,24,4,10,1,0.1,229,0.199912702
312,167,56,10,4,0.4,16.375,0.780923994
313,254,86,10,7,0.7,10.70930233,1.314105177
314,97,31,10,8,0.8,29.93548387,1.558354324
315,24,9,10,1,0.1,104,0.199807877
316,43,10,10,1,0.1,93.7,0.19978678
